run_date,city,platform,campaign_type,sub_metric,D1,LMTD,LM,MTD,MTD_vs_LMTD,PROJECTED,L7D,LL7D
2026-04-09,Kochi,Meta,Facebook - Total,SPEND,11282.04,87260.4,306974.72,102617.49,17.6,342058.3,81548.98,69209.92
2026-04-09,Kochi,Meta,Facebook - Total,CLICKS,1784,10724,37257,14431,34.6,48103,11583,8880
2026-04-09,Kochi,Meta,Facebook - Total,CPC,6.32,8.14,8.24,7.11,,,7.04,7.79
2026-04-09,Kolkata,Google,Google - PMAX,SPEND,4478.97,39009.07,138126.72,41776.31,7.1,139254.37,33084.44,30614.07
2026-04-09,Kolkata,Google,Google - PMAX,CLICKS,4187,22718,74407,48784,114.7,162613,41478,33800
2026-04-09,Kolkata,Google,Google - PMAX,CPC,1.07,1.72,1.86,0.86,,,0.8,0.91
2026-04-09,Kolkata,Google,Google - UACi,SPEND,2559.71,23689.69,77433.74,26130.64,10.3,87102.13,20904.91,16775.94
2026-04-09,Kolkata,Google,Google - UACi,CLICKS,249,2300,7539,2444,6.3,8146,1997,1566
2026-04-09,Kolkata,Google,Google - UACi,CPC,10.28,10.3,10.27,10.69,,,10.47,10.71
2026-04-09,Kolkata,Google,Google - UACe,SPEND,2804.65,19925.57,66872.03,27938.2,40.2,93127.33,22814.15,14486.83
2026-04-09,Kolkata,Google,Google - UACe,CLICKS,603,4186,14709,6073,45.1,20243,4847,3492
2026-04-09,Kolkata,Google,Google - UACe,CPC,4.65,4.76,4.55,4.6,,,4.71,4.15
2026-04-09,Kolkata,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Kolkata,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Kolkata,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Kolkata,Google,Google - Total,SPEND,9843.32,82624.32,282432.49,95845.15,16.0,319483.83,76803.49,61876.85
2026-04-09,Kolkata,Google,Google - Total,CLICKS,5039,29204,96655,57301,96.2,191003,48322,38858
2026-04-09,Kolkata,Google,Google - Total,CPC,1.95,2.83,2.92,1.67,,,1.59,1.59
2026-04-09,Kolkata,Meta,Facebook - Catalog,SPEND,7908.23,65296.28,230148.1,75742.31,16.0,252474.37,59468.18,53082.47
2026-04-09,Kolkata,Meta,Facebook - Catalog,CLICKS,1869,14837,53426,18128,22.2,60426,14403,11993
2026-04-09,Kolkata,Meta,Facebook - Catalog,CPC,4.23,4.4,4.31,4.18,,,4.13,4.43
2026-04-09,Kolkata,Meta,Facebook - Conversion,SPEND,4033.33,15344.01,53230.76,33813.45,120.4,112711.5,28867.7,13640.27
2026-04-09,Kolkata,Meta,Facebook - Conversion,CLICKS,608,1810,5872,5007,176.6,16690,4283,1701
2026-04-09,Kolkata,Meta,Facebook - Conversion,CPC,6.63,8.48,9.07,6.75,,,6.74,8.02
2026-04-09,Kolkata,Meta,Facebook - Total,SPEND,11941.56,80640.29,283378.86,109555.76,35.9,365185.87,88335.88,66722.74
2026-04-09,Kolkata,Meta,Facebook - Total,CLICKS,2477,16647,59298,23135,39.0,77116,18686,13694
2026-04-09,Kolkata,Meta,Facebook - Total,CPC,4.82,4.84,4.78,4.74,,,4.73,4.87
2026-04-09,Lucknow,Google,Google - PMAX,SPEND,7932.23,66556.0,235332.32,77703.03,16.7,259010.1,57556.9,73624.16
2026-04-09,Lucknow,Google,Google - PMAX,CLICKS,8018,16875,211373,94980,462.8,316600,66699,101894
2026-04-09,Lucknow,Google,Google - PMAX,CPC,0.99,3.94,1.11,0.82,,,0.86,0.72
2026-04-09,Lucknow,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Lucknow,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Lucknow,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Lucknow,Google,Google - UACe,SPEND,170.49,0,0,4774.2,,15914.0,4774.2,0
2026-04-09,Lucknow,Google,Google - UACe,CLICKS,37,0,0,1858,,6193,1858,0
2026-04-09,Lucknow,Google,Google - UACe,CPC,4.61,0.0,0.0,2.57,,,2.57,0.0
2026-04-09,Lucknow,Google,Google - Search,SPEND,1957.61,14058.38,53454.65,17077.7,21.5,56925.67,13366.83,12744.26
2026-04-09,Lucknow,Google,Google - Search,CLICKS,605,3698,15083,5414,46.4,18046,4340,3777
2026-04-09,Lucknow,Google,Google - Search,CPC,3.24,3.8,3.54,3.15,,,3.08,3.37
2026-04-09,Lucknow,Google,Google - Total,SPEND,10060.32,80614.37,288786.97,99554.94,23.5,331849.8,75697.93,86368.42
2026-04-09,Lucknow,Google,Google - Total,CLICKS,8660,20573,226456,102252,397.0,340840,72897,105671
2026-04-09,Lucknow,Google,Google - Total,CPC,1.16,3.92,1.28,0.97,,,1.04,0.82
2026-04-09,Lucknow,Meta,Facebook - Catalog,SPEND,9204.72,74537.9,290439.66,87885.76,17.9,292952.53,67876.67,69355.94
2026-04-09,Lucknow,Meta,Facebook - Catalog,CLICKS,2801,21600,83205,24853,15.1,82843,19413,18608
2026-04-09,Lucknow,Meta,Facebook - Catalog,CPC,3.29,3.45,3.49,3.54,,,3.5,3.73
2026-04-09,Lucknow,Meta,Facebook - Conversion,SPEND,5241.85,25623.86,88475.6,43414.56,69.4,144715.2,36066.8,21373.39
2026-04-09,Lucknow,Meta,Facebook - Conversion,CLICKS,570,2722,8817,4743,74.2,15810,3959,2159
2026-04-09,Lucknow,Meta,Facebook - Conversion,CPC,9.2,9.41,10.03,9.15,,,9.11,9.9
2026-04-09,Lucknow,Meta,Facebook - Total,SPEND,14446.57,100161.76,378915.26,131300.32,31.1,437667.73,103943.47,90729.33
2026-04-09,Lucknow,Meta,Facebook - Total,CLICKS,3371,24322,92022,29596,21.7,98653,23372,20767
2026-04-09,Lucknow,Meta,Facebook - Total,CPC,4.29,4.12,4.12,4.44,,,4.45,4.37
2026-04-09,Mumbai,Google,Google - PMAX,SPEND,14929.11,101359.28,437931.89,133808.94,32.0,446029.8,103499.35,108357.32
2026-04-09,Mumbai,Google,Google - PMAX,CLICKS,6140,16237,193739,59588,267.0,198626,46041,46483
2026-04-09,Mumbai,Google,Google - PMAX,CPC,2.43,6.24,2.26,2.25,,,2.25,2.33
2026-04-09,Mumbai,Google,Google - UACi,SPEND,5390.3,40087.17,138086.95,46855.63,16.9,156185.43,37820.92,29723.36
2026-04-09,Mumbai,Google,Google - UACi,CLICKS,439,3865,13089,4334,12.1,14446,3417,2899
2026-04-09,Mumbai,Google,Google - UACi,CPC,12.28,10.37,10.55,10.81,,,11.07,10.25
2026-04-09,Mumbai,Google,Google - UACe,SPEND,7766.63,62257.81,216499.12,96124.86,54.4,320416.2,79156.88,51246.4
2026-04-09,Mumbai,Google,Google - UACe,CLICKS,1425,10484,37878,19543,86.4,65143,16398,9067
2026-04-09,Mumbai,Google,Google - UACe,CPC,5.45,5.94,5.72,4.92,,,4.83,5.65
2026-04-09,Mumbai,Google,Google - Search,SPEND,4489.73,51136.44,183914.9,41750.93,-18.4,139169.77,34449.05,31744.27
2026-04-09,Mumbai,Google,Google - Search,CLICKS,1086,9159,36614,11504,25.6,38346,9088,8333
2026-04-09,Mumbai,Google,Google - Search,CPC,4.13,5.58,5.02,3.63,,,3.79,3.81
2026-04-09,Mumbai,Google,Google - Total,SPEND,32575.77,254840.71,976432.87,318540.35,25.0,1061801.17,254926.2,221071.35
2026-04-09,Mumbai,Google,Google - Total,CLICKS,9090,39745,281320,94969,138.9,316563,74944,66782
2026-04-09,Mumbai,Google,Google - Total,CPC,3.58,6.41,3.47,3.35,,,3.4,3.31
2026-04-09,Mumbai,Meta,Facebook - Catalog,SPEND,30233.23,226918.74,792160.58,304998.7,34.4,1016662.33,245638.52,181952.02
2026-04-09,Mumbai,Meta,Facebook - Catalog,CLICKS,8017,65057,221039,73732,13.3,245773,58912,44335
2026-04-09,Mumbai,Meta,Facebook - Catalog,CPC,3.77,3.49,3.58,4.14,,,4.17,4.1
2026-04-09,Mumbai,Meta,Facebook - Conversion,SPEND,7629.95,57397.26,220242.25,65967.86,14.9,219892.87,51122.34,52270.93
2026-04-09,Mumbai,Meta,Facebook - Conversion,CLICKS,699,4468,16484,5280,18.2,17600,4022,3849
2026-04-09,Mumbai,Meta,Facebook - Conversion,CPC,10.92,12.85,13.36,12.49,,,12.71,13.58
2026-04-09,Mumbai,Meta,Facebook - Total,SPEND,37863.18,284316.0,1012402.83,370966.56,30.5,1236555.2,296760.86,234222.95
2026-04-09,Mumbai,Meta,Facebook - Total,CLICKS,8716,69525,237523,79012,13.6,263373,62934,48184
2026-04-09,Mumbai,Meta,Facebook - Total,CPC,4.34,4.09,4.26,4.7,,,4.72,4.86
2026-04-09,Pan India,Google,Google - PMAX,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Pan India,Google,Google - PMAX,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Pan India,Google,Google - PMAX,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Pan India,Google,Google - UACi,SPEND,31406.56,204737.15,695238.95,237807.39,16.2,792691.3,191382.65,154332.85
2026-04-09,Pan India,Google,Google - UACi,CLICKS,6638,45730,183710,56806,24.2,189353,44548,42758
2026-04-09,Pan India,Google,Google - UACi,CPC,4.73,4.48,3.78,4.19,,,4.3,3.61
2026-04-09,Pan India,Google,Google - UACe,SPEND,14056.87,162634.89,633902.88,158399.28,-2.6,527997.6,111646.04,195864.96
2026-04-09,Pan India,Google,Google - UACe,CLICKS,4831,64416,234453,52650,-18.3,175500,36314,65644
2026-04-09,Pan India,Google,Google - UACe,CPC,2.91,2.52,2.7,3.01,,,3.07,2.98
2026-04-09,Pan India,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Pan India,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Pan India,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Pan India,Google,Google - Total,SPEND,59230.14,480244.81,1610270.29,498914.77,3.9,1663049.23,385621.49,411531.63
2026-04-09,Pan India,Google,Google - Total,CLICKS,26095,176960,598281,199852,12.9,666173,156475,151545
2026-04-09,Pan India,Google,Google - Total,CPC,2.27,2.71,2.69,2.5,,,2.46,2.72
2026-04-09,Pan India,Meta,Facebook - Catalog,SPEND,32962.46,51327.94,681625.62,301469.61,487.3,1004898.7,234940.36,240423.65
2026-04-09,Pan India,Meta,Facebook - Catalog,CLICKS,14176,9898,248636,128321,1196.4,427736,100136,100336
2026-04-09,Pan India,Meta,Facebook - Catalog,CPC,2.33,5.19,2.74,2.35,,,2.35,2.4
2026-04-09,Pan India,Meta,Facebook - Conversion,SPEND,11008.99,27469.11,113411.74,72208.13,162.9,240693.77,57039.04,48699.95
2026-04-09,Pan India,Meta,Facebook - Conversion,CLICKS,922,1518,5677,4448,193.0,14826,3573,2484
2026-04-09,Pan India,Meta,Facebook - Conversion,CPC,11.94,18.1,19.98,16.23,,,15.96,19.61
2026-04-09,Pan India,Meta,Facebook - Total,SPEND,43971.45,78797.05,795037.36,373677.74,374.2,1245592.47,291979.4,289123.6
2026-04-09,Pan India,Meta,Facebook - Total,CLICKS,15098,11416,254313,132769,1063.0,442563,103709,102820
2026-04-09,Pan India,Meta,Facebook - Total,CPC,2.91,6.9,3.13,2.81,,,2.82,2.81
2026-04-09,Patna,Google,Google - PMAX,SPEND,1215.81,11382.54,36456.4,10948.92,-3.8,36496.4,8790.16,8059.15
2026-04-09,Patna,Google,Google - PMAX,CLICKS,1818,7258,73495,14726,102.9,49086,12049,11630
2026-04-09,Patna,Google,Google - PMAX,CPC,0.67,1.57,0.5,0.74,,,0.73,0.69
2026-04-09,Patna,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Patna,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Patna,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Patna,Google,Google - UACe,SPEND,440.46,0,0,4799.57,,15998.57,4799.57,0
2026-04-09,Patna,Google,Google - UACe,CLICKS,242,0,0,2150,,7166,2150,0
2026-04-09,Patna,Google,Google - UACe,CPC,1.82,0.0,0.0,2.23,,,2.23,0.0
2026-04-09,Patna,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Patna,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Patna,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Patna,Google,Google - Total,SPEND,1656.27,11382.54,36456.4,15748.49,38.4,52494.97,13589.73,8059.15
2026-04-09,Patna,Google,Google - Total,CLICKS,2060,7258,73495,16876,132.5,56253,14199,11630
2026-04-09,Patna,Google,Google - Total,CPC,0.8,1.57,0.5,0.93,,,0.96,0.69
2026-04-09,Patna,Meta,Facebook - Catalog,SPEND,665.38,15721.42,37903.3,8432.51,-46.4,28108.37,6990.71,7108.4
2026-04-09,Patna,Meta,Facebook - Catalog,CLICKS,201,3673,9430,1982,-46.0,6606,1586,1304
2026-04-09,Patna,Meta,Facebook - Catalog,CPC,3.31,4.28,4.02,4.25,,,4.41,5.45
2026-04-09,Patna,Meta,Facebook - Conversion,SPEND,1947.26,15219.1,54862.52,17128.82,12.5,57096.07,13347.95,12710.65
2026-04-09,Patna,Meta,Facebook - Conversion,CLICKS,205,1584,5193,2066,30.4,6886,1575,1413
2026-04-09,Patna,Meta,Facebook - Conversion,CPC,9.5,9.61,10.56,8.29,,,8.47,9.0
2026-04-09,Patna,Meta,Facebook - Total,SPEND,2612.64,30940.52,92765.82,25561.33,-17.4,85204.43,20338.66,19819.05
2026-04-09,Patna,Meta,Facebook - Total,CLICKS,406,5257,14623,4048,-23.0,13493,3161,2717
2026-04-09,Patna,Meta,Facebook - Total,CPC,6.44,5.89,6.34,6.31,,,6.43,7.29
2026-04-09,Pune,Google,Google - PMAX,SPEND,21222.31,126042.13,625529.43,183477.86,45.6,611592.87,146809.03,139881.0
2026-04-09,Pune,Google,Google - PMAX,CLICKS,14783,15670,408306,192357,1127.5,641190,161134,123371
2026-04-09,Pune,Google,Google - PMAX,CPC,1.44,8.04,1.53,0.95,,,0.91,1.13
2026-04-09,Pune,Google,Google - UACi,SPEND,9153.02,58498.27,210415.26,77655.22,32.7,258850.73,62635.05,47365.57
2026-04-09,Pune,Google,Google - UACi,CLICKS,1049,6674,23651,8961,34.3,29870,7172,5657
2026-04-09,Pune,Google,Google - UACi,CPC,8.73,8.77,8.9,8.67,,,8.73,8.37
2026-04-09,Pune,Google,Google - UACe,SPEND,5178.08,29171.94,168355.58,69697.63,138.9,232325.43,58081.5,54575.86
2026-04-09,Pune,Google,Google - UACe,CLICKS,2039,6582,54846,22745,245.6,75816,19429,17386
2026-04-09,Pune,Google,Google - UACe,CPC,2.54,4.43,3.07,3.06,,,2.99,3.14
2026-04-09,Pune,Google,Google - Search,SPEND,3678.17,26606.06,122595.29,37488.13,40.9,124960.43,29119.44,33357.52
2026-04-09,Pune,Google,Google - Search,CLICKS,913,6331,25668,9454,49.3,31513,7566,6861
2026-04-09,Pune,Google,Google - Search,CPC,4.03,4.2,4.78,3.97,,,3.85,4.86
2026-04-09,Pune,Google,Google - Total,SPEND,39231.57,240318.4,1126895.56,368318.84,53.3,1227729.47,296645.01,275179.95
2026-04-09,Pune,Google,Google - Total,CLICKS,18784,35257,512471,233517,562.3,778390,195301,153275
2026-04-09,Pune,Google,Google - Total,CPC,2.09,6.82,2.2,1.58,,,1.52,1.8
2026-04-09,Pune,Meta,Facebook - Catalog,SPEND,46853.91,236614.87,1123809.75,418684.37,76.9,1395614.57,328726.0,333977.8
2026-04-09,Pune,Meta,Facebook - Catalog,CLICKS,11570,55556,268553,102037,83.7,340123,79806,80995
2026-04-09,Pune,Meta,Facebook - Catalog,CPC,4.05,4.26,4.18,4.1,,,4.12,4.12
2026-04-09,Pune,Meta,Facebook - Conversion,SPEND,9021.34,52242.6,195462.77,78531.14,50.3,261770.47,62395.78,48706.6
2026-04-09,Pune,Meta,Facebook - Conversion,CLICKS,847,4339,16708,7322,68.7,24406,5788,4721
2026-04-09,Pune,Meta,Facebook - Conversion,CPC,10.65,12.04,11.7,10.73,,,10.78,10.32
2026-04-09,Pune,Meta,Facebook - Total,SPEND,55875.25,288857.47,1319272.52,497215.51,72.1,1657385.03,391121.78,382684.4
2026-04-09,Pune,Meta,Facebook - Total,CLICKS,12417,59895,285261,109359,82.6,364530,85594,85716
2026-04-09,Pune,Meta,Facebook - Total,CPC,4.5,4.82,4.62,4.55,,,4.57,4.46
2026-04-09,Surat,Google,Google - PMAX,SPEND,1687.87,25605.02,84947.11,24239.24,-5.3,80797.47,18926.09,19497.54
2026-04-09,Surat,Google,Google - PMAX,CLICKS,330,33863,113252,28714,-15.2,95713,15557,33984
2026-04-09,Surat,Google,Google - PMAX,CPC,5.11,0.76,0.75,0.84,,,1.22,0.57
2026-04-09,Surat,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Surat,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Surat,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Surat,Google,Google - UACe,SPEND,207.1,0,0,4629.67,,15432.23,4629.67,0
2026-04-09,Surat,Google,Google - UACe,CLICKS,69,0,0,1705,,5683,1705,0
2026-04-09,Surat,Google,Google - UACe,CPC,3.0,0.0,0.0,2.72,,,2.72,0.0
2026-04-09,Surat,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Surat,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Surat,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Surat,Google,Google - Total,SPEND,1894.97,25605.02,84947.11,28868.9,12.7,96229.67,23555.76,19497.54
2026-04-09,Surat,Google,Google - Total,CLICKS,399,33863,113252,30419,-10.2,101396,17262,33984
2026-04-09,Surat,Google,Google - Total,CPC,4.75,0.76,0.75,0.95,,,1.36,0.57
2026-04-09,Surat,Meta,Facebook - Catalog,SPEND,4134.61,39487.53,136582.65,40162.48,1.7,133874.93,31406.95,30252.17
2026-04-09,Surat,Meta,Facebook - Catalog,CLICKS,1155,12097,38650,11303,-6.6,37676,8961,7603
2026-04-09,Surat,Meta,Facebook - Catalog,CPC,3.58,3.26,3.53,3.55,,,3.5,3.98
2026-04-09,Surat,Meta,Facebook - Conversion,SPEND,1539.68,12417.46,43931.25,13463.75,8.4,44879.17,10422.34,10327.77
2026-04-09,Surat,Meta,Facebook - Conversion,CLICKS,127,1073,3756,1180,10.0,3933,869,961
2026-04-09,Surat,Meta,Facebook - Conversion,CPC,12.12,11.57,11.7,11.41,,,11.99,10.75
2026-04-09,Surat,Meta,Facebook - Total,SPEND,5674.29,51904.99,180513.9,53626.23,3.3,178754.1,41829.29,40579.94
2026-04-09,Surat,Meta,Facebook - Total,CLICKS,1282,13170,42406,12483,-5.2,41610,9830,8564
2026-04-09,Surat,Meta,Facebook - Total,CPC,4.43,3.94,4.26,4.3,,,4.26,4.74
2026-04-09,Vadodara,Google,Google - PMAX,SPEND,2981.3,23742.57,79633.3,25512.47,7.5,85041.57,20204.22,14705.55
2026-04-09,Vadodara,Google,Google - PMAX,CLICKS,1953,29788,87247,17098,-42.6,56993,13181,8923
2026-04-09,Vadodara,Google,Google - PMAX,CPC,1.53,0.8,0.91,1.49,,,1.53,1.65
2026-04-09,Vadodara,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Vadodara,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Vadodara,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Vadodara,Google,Google - UACe,SPEND,136.52,0,0,4677.26,,15590.87,4677.26,0
2026-04-09,Vadodara,Google,Google - UACe,CLICKS,39,0,0,1503,,5010,1503,0
2026-04-09,Vadodara,Google,Google - UACe,CPC,3.5,0.0,0.0,3.11,,,3.11,0.0
2026-04-09,Vadodara,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Vadodara,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Vadodara,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Vadodara,Google,Google - Total,SPEND,3117.82,23742.57,79633.3,30189.73,27.2,100632.43,24881.48,14705.55
2026-04-09,Vadodara,Google,Google - Total,CLICKS,1992,29788,87247,18601,-37.6,62003,14684,8923
2026-04-09,Vadodara,Google,Google - Total,CPC,1.57,0.8,0.91,1.62,,,1.69,1.65
2026-04-09,Vadodara,Meta,Facebook - Catalog,SPEND,2622.77,24534.75,85451.03,25019.96,2.0,83399.87,19582.19,19203.38
2026-04-09,Vadodara,Meta,Facebook - Catalog,CLICKS,685,6034,20139,5984,-0.8,19946,4734,4176
2026-04-09,Vadodara,Meta,Facebook - Catalog,CPC,3.83,4.07,4.24,4.18,,,4.14,4.6
2026-04-09,Vadodara,Meta,Facebook - Conversion,SPEND,774.87,7519.24,22638.95,6817.2,-9.3,22724.0,5246.76,4843.47
2026-04-09,Vadodara,Meta,Facebook - Conversion,CLICKS,67,584,1657,504,-13.7,1680,384,359
2026-04-09,Vadodara,Meta,Facebook - Conversion,CPC,11.57,12.88,13.66,13.53,,,13.66,13.49
2026-04-09,Vadodara,Meta,Facebook - Total,SPEND,3397.64,32053.99,108089.98,31837.16,-0.7,106123.87,24828.95,24046.85
2026-04-09,Vadodara,Meta,Facebook - Total,CLICKS,752,6618,21796,6488,-2.0,21626,5118,4535
2026-04-09,Vadodara,Meta,Facebook - Total,CPC,4.52,4.84,4.96,4.91,,,4.85,5.3
2026-04-10,Ahmedabad,Google,Google - PMAX,SPEND,12298.44,138995.86,370905.78,121636.69,-12.5,364910.07,86932.34,79333.08
2026-04-10,Ahmedabad,Google,Google - PMAX,CLICKS,9911,130249,384085,89887,-31.0,269661,65369,40691
2026-04-10,Ahmedabad,Google,Google - PMAX,CPC,1.24,1.07,0.97,1.35,,,1.33,1.95
2026-04-10,Ahmedabad,Google,Google - UACi,SPEND,7558.73,66403.74,186378.59,70638.42,6.4,211915.26,49909.87,43734.08
2026-04-10,Ahmedabad,Google,Google - UACi,CLICKS,703,6865,18885,6471,-5.7,19413,4616,4196
2026-04-10,Ahmedabad,Google,Google - UACi,CPC,10.75,9.67,9.87,10.92,,,10.81,10.42
2026-04-10,Ahmedabad,Google,Google - UACe,SPEND,1392.64,20128.24,52779.01,30213.87,50.1,90641.61,24912.15,13922.95
2026-04-10,Ahmedabad,Google,Google - UACe,CLICKS,406,4470,12954,11472,156.6,34416,9995,3706
2026-04-10,Ahmedabad,Google,Google - UACe,CPC,3.43,4.5,4.07,2.63,,,2.49,3.76
2026-04-10,Ahmedabad,Google,Google - Search,SPEND,3967.27,30886.75,105031.23,36846.87,19.3,110540.61,25958.92,26447.52
2026-04-10,Ahmedabad,Google,Google - Search,CLICKS,941,7197,25401,8770,21.9,26310,6100,6284
2026-04-10,Ahmedabad,Google,Google - Search,CPC,4.22,4.29,4.13,4.2,,,4.26,4.21
2026-04-10,Ahmedabad,Google,Google - Total,SPEND,25217.08,256414.6,715094.62,259335.84,1.1,778007.52,187713.28,163437.62
2026-04-10,Ahmedabad,Google,Google - Total,CLICKS,11961,148781,441325,116600,-21.6,349800,86080,54877
2026-04-10,Ahmedabad,Google,Google - Total,CPC,2.11,1.72,1.62,2.22,,,2.18,2.98
2026-04-10,Ahmedabad,Meta,Facebook - Catalog,SPEND,23872.51,174631.92,695108.37,261871.0,50.0,785613.0,181087.84,193330.46
2026-04-10,Ahmedabad,Meta,Facebook - Catalog,CLICKS,6695,44921,170251,68856,53.3,206568,49103,47118
2026-04-10,Ahmedabad,Meta,Facebook - Catalog,CPC,3.57,3.89,4.08,3.8,,,3.69,4.1
2026-04-10,Ahmedabad,Meta,Facebook - Conversion,SPEND,10844.18,79355.89,254309.53,111787.79,40.9,335363.37,82280.29,62312.1
2026-04-10,Ahmedabad,Meta,Facebook - Conversion,CLICKS,1327,6970,22117,10448,49.9,31344,7729,5708
2026-04-10,Ahmedabad,Meta,Facebook - Conversion,CPC,8.17,11.39,11.5,10.7,,,10.65,10.92
2026-04-10,Ahmedabad,Meta,Facebook - Total,SPEND,34716.69,253987.81,949417.9,373658.79,47.1,1120976.37,263368.13,255642.56
2026-04-10,Ahmedabad,Meta,Facebook - Total,CLICKS,8022,51891,192368,79304,52.8,237912,56832,52826
2026-04-10,Ahmedabad,Meta,Facebook - Total,CPC,4.33,4.89,4.94,4.71,,,4.63,4.84
2026-04-10,Bangalore,Google,Google - PMAX,SPEND,50801.49,554013.38,1722744.2,639230.26,15.4,1917690.78,441940.84,578593.1
2026-04-10,Bangalore,Google,Google - PMAX,CLICKS,31696,242832,843427,487235,100.6,1461705,310623,342488
2026-04-10,Bangalore,Google,Google - PMAX,CPC,1.6,2.28,2.04,1.31,,,1.42,1.69
2026-04-10,Bangalore,Google,Google - UACi,SPEND,19696.32,186622.79,569844.71,181361.44,-2.8,544084.32,128005.34,127405.59
2026-04-10,Bangalore,Google,Google - UACi,CLICKS,4249,27116,100130,31011,14.4,93033,22826,23262
2026-04-10,Bangalore,Google,Google - UACi,CPC,4.64,6.88,5.69,5.85,,,5.61,5.48
2026-04-10,Bangalore,Google,Google - UACe,SPEND,27800.76,302253.16,1009062.89,355928.36,17.8,1067785.08,245785.83,284283.77
2026-04-10,Bangalore,Google,Google - UACe,CLICKS,5721,57355,211250,71044,23.9,213132,49398,58100
2026-04-10,Bangalore,Google,Google - UACe,CPC,4.86,5.27,4.78,5.01,,,4.98,4.89
2026-04-10,Bangalore,Google,Google - Search,SPEND,10564.58,84253.15,320357.04,109276.68,29.7,327830.04,76607.22,83234.98
2026-04-10,Bangalore,Google,Google - Search,CLICKS,2093,17168,60500,22388,30.4,67164,15806,15434
2026-04-10,Bangalore,Google,Google - Search,CPC,5.05,4.91,5.3,4.88,,,4.85,5.39
2026-04-10,Bangalore,Google,Google - Total,SPEND,114264.75,1186203.76,3782417.22,1339815.23,12.9,4019445.69,929849.98,1108835.14
2026-04-10,Bangalore,Google,Google - Total,CLICKS,45418,384822,1357638,636717,65.5,1910151,413825,469033
2026-04-10,Bangalore,Google,Google - Total,CPC,2.52,3.08,2.79,2.1,,,2.25,2.36
2026-04-10,Bangalore,Meta,Facebook - Catalog,SPEND,74292.83,540048.98,2112794.61,784004.27,45.2,2352012.81,537271.68,590532.43
2026-04-10,Bangalore,Meta,Facebook - Catalog,CLICKS,14400,92506,438090,159066,72.0,477198,106692,138274
2026-04-10,Bangalore,Meta,Facebook - Catalog,CPC,5.16,5.84,4.82,4.93,,,5.04,4.27
2026-04-10,Bangalore,Meta,Facebook - Conversion,SPEND,22953.76,209221.03,627035.82,253350.02,21.1,760050.06,186389.22,144708.49
2026-04-10,Bangalore,Meta,Facebook - Conversion,CLICKS,2821,13812,46306,24026,74.0,72078,17202,14063
2026-04-10,Bangalore,Meta,Facebook - Conversion,CPC,8.14,15.15,13.54,10.54,,,10.84,10.29
2026-04-10,Bangalore,Meta,Facebook - Total,SPEND,97246.59,749270.01,2739830.43,1037354.29,38.4,3112062.87,723660.9,735240.92
